Order,Level,Code,Parent,Description,Cette catégorie comprend,Cette catégorie comprend aussi,Cette catégorie ne comprend pas,"Décisions de classement (""rulings"")",Cette catégorie comprend,Cette catégorie comprend aussi,Cette catégorie ne comprend pas
513413,2,88,Q,Services d’action sociale sans hébergement,,,,,,,
513414,3,88.1,88,Services d’action sociale sans hébergement pour personnes âgées ou handicapées,,,,,,,
513415,4,88.10,88.1,Services d’action sociale sans hébergement pour personnes âgées ou handicapées,,,,,,,
513416,5,88.10.1,88.10,Services d’action sociale sans hébergement pour personnes âgées ou handicapées,,,"Cette catégorie ne comprend pas:
- les services de financement et d’administration des régimes de sécurité sociale obligatoire, voir 84.30.1",,,,"This category excludes:
- funding and administration services of compulsory social security programmes, see 84.30.1"
513417,6,88.10.11,88.10.1,Services de visite et d’assistance pour personnes âgées,,,,,,,
513418,6,88.10.12,88.10.1,Services de centres de jour pour personnes âgées,,,,,,,
513419,6,88.10.13,88.10.1,Services de réadaptation professionnelle pour personnes handicapées,"Cette sous-catégorie comprend:
- les services de réadaptation professionnelle et réinsertion des handicapés, à condition que ces services ne comportent qu’un élément pédagogique limité",,"Cette sous-catégorie ne comprend pas:
- les services de réadaptation professionnelle des handicapés, dans lesquels l’élément pédagogique prédomine, voir division 85",,"This subcategory includes:
- vocational rehabilitation and habilitation services for persons with disabilities, provided that the education component is limited",,"This subcategory excludes:
- vocational rehabilitation services for persons with disabilities where the education component is predominant, see division 85"
513420,6,88.10.14,88.10.1,Services de visite et d’assistance pour personnes handicapées,,,,,,,
513421,6,88.10.15,88.10.1,Services de centres de jour pour handicapés adultes,,,"Cette sous-catégorie ne comprend pas:
- les services des centres de jour pour enfants handicapés, voir 88.91.12",,,,"This subcategory excludes:
- disabled children day-care services, see 88.91.12"
513422,3,88.9,88,Autres services d’action sociale sans hébergement,,,,,,,
513423,4,88.91,88.9,Services d’action sociale sans hébergement pour jeunes enfants,,,,,,,
513424,5,88.91.1,88.91,Services d’action sociale sans hébergement pour jeunes enfants,,,,,,,
513425,6,88.91.11,88.91.1,"Services d’action sociale sans hébergement pour jeunes enfants, à l’exclusion des services des centres de jour pour enfants handicapés","Cette sous-catégorie comprend:
- les services sociaux de jour consistant à accueillir des enfants en bas âge pendant la journée et à leur dispenser un enseignement élémentaire par le jeu dans des écoles maternelles et d’autres garderies d’enfants (de jour)",,"Cette catégorie ne comprend pas:
- les services de garde d’enfants, voir 88.91.13",,"This subcategory includes: 
- non-residential social services consisting of the provision of daytime shelter and elementary play-related teaching to small children in nursery schools and other child day-care facilities",,"This subcategory excludes:
- baby-sitting services, see 88.91.13"
513426,6,88.91.12,88.91.1,Services des centres de jour pour enfants et jeunes handicapés,"Cette sous-catégorie comprend:
- les services sociaux de jour consistant à accueillir des enfants et jeunes handicapés pendant la journée et à leur dispenser un enseignement élémentaire par le jeu",,,,"This subcategory includes: 
- non-residential social services consisting of the provision of daytime shelter and elementary play-related teaching to children and young people with disabilities",,
513427,6,88.91.13,88.91.1,Services de garde d’enfants,,,,,,,
513428,4,88.99,88.9,Autres services d’action sociale sans hébergement n.c.a.,,,,,,,
513429,5,88.99.1,88.99,Autres services d’action sociale sans hébergement n.c.a.,,,"Cette catégorie ne comprend pas:
- les services de financement et d’administration des régimes de sécurité sociale obligatoire, voir 84.30.1",,,,"This category excludes:
- funding and administration services of compulsory social security programmes, see 84.30.1"
513430,6,88.99.11,88.99.1,Services d’orientation et de conseil n.c.a. en faveur des enfants,"Cette sous-catégorie comprend:
- les services d’orientation et de conseil n.c.a. fournis aux particuliers et aux familles, généralement les parents d’enfants, à leur domicile ou ailleurs

Ces services peuvent traiter des problèmes de comportement ainsi que des autres problèmes qui concernent les enfants: problèmes en cas de divorce des parents, difficultés scolaires, problèmes de développement, protection des enfants contre les mauvais traitements, interventions urgentes, adoption, etc.",,"Cette sous-catégorie ne comprend pas:
- les services de conseil en orientation scolaire des enfants, voir 85.60.10",,"This subcategory includes: 
- guidance and counselling services n.e.c. delivered to individuals and families, generally the children's parents, in their homes or elsewhere

Such services may deal with behavioural, and other problems related to children, e.g., broken-home problems, school problems, development problems, prevention of cruelty to children, crisis intervention services, adoption services, etc.",,"This subcategory excludes:
- education-related guidance counselling for children, see 85.60.10"
513431,6,88.99.12,88.99.1,Services d’assistance sociale sans hébergement,"Cette sous-catégorie comprend:
- les services d’assistance sociale sans hébergement: détermination des droits à l’aide sociale, aux allocations de logement ou à des bons d’alimentation
- les services de centres de jour pour les sans-abri et les autres groupes sociaux démunis
- les services de conseil en matière d’économie domestique
- les services de conseil en matière de crédit et d’endettement
- les services fournis au niveau des collectivités et des quartiers",,"Cette sous-catégorie ne comprend pas:
- les soins de santé à domicile, voir 86.90.12
- les services de centres de jour pour personnes âgées et pour handicapés, voir 88.10.12 et 88.10.15",,"This subcategory includes: 
- welfare services not including accommodation services, e.g., eligibility-determination services in connection with welfare aid, rent supplements and food stamps 
- day facility services for the homeless and other socially weak groups
- household budget counselling services
- credit and debt counselling services
- community and neighbouring services",,"This subcategory excludes: 
- home health-care services, see 86.90.12
- day-care centre services for elderly and disabled adults, see 88.10.12, 88.10.15"
513432,6,88.99.13,88.99.1,Services de réadaptation professionnelle pour chômeurs,"Cette sous-catégorie comprend:
- les services de réadaptation professionnelle et réinsertion des chômeurs, à condition que ces services ne comportent qu’un élément pédagogique limité",,"Cette sous-catégorie ne comprend pas:
- les services de réadaptation professionnelle dans lesquels l’élément pédagogique prédomine, voir division 85
- les services de réadaptation professionnelle des handicapés, à condition que ces services ne comportent qu’un élément pédagogique limité, voir 88.10.13",,"This subcategory includes: 
- vocational rehabilitation and habilitation services for persons who are unemployed, provided that the education component is limited",,"This subcategory excludes: 
- vocational rehabilitation services where the education component is predominant, see division 85
- vocational rehabilitation and habilitation services for disabled persons where the education component is limited, see 88.10.13"
513433,6,88.99.19,88.99.1,Autres services sociaux sans hébergement n.c.a.,"Cette sous-catégorie comprend:
- les autres services sociaux sans hébergement: conseils conjugaux, assistance aux personnes en liberté conditionnelle ou surveillée, assistance sociale aux victimes de catastrophes, aux réfugiés et aux immigrés, y compris avec hébergement provisoire, activités de bienfaisance telles que la collecte de fonds ou d’autres activités apparentées relevant des œuvres sociales",,,,"This subcategory includes: 
- other social services not including accommodation services, e.g. marriage guidance services, guidance services delivered to persons on parole or probation, social assistance services to disaster victims, refugees and immigrants, including temporary shelter services, charitable services like fund-raising or other supporting services aimed at social work",,
513434,1,R,,SERVICES ARTISTIQUES ET DU SPECTACLE ET SERVICES RÉCRÉATIFS,,,,,,,
513435,2,90,R,"Services créatifs, artistiques et du spectacle",,,,,,,
513436,3,90.0,90,"Services créatifs, artistiques et du spectacle",,,,,,,
513437,4,90.01,90.0,Services d’artistes du spectacle vivant,,,,,,,
513438,5,90.01.1,90.01,Services d’artistes du spectacle vivant,,,,,,,
513439,6,90.01.10,90.01.1,Services d’artistes du spectacle vivant,"Cette sous-catégorie comprend:
- les services des acteurs, lecteurs, chanteurs, musiciens, danseurs, cascadeurs, présentateurs de programmes télévisés, conteurs, orateurs, artistes de cirque et autres artistes du spectacle
- les services de modèles indépendants",,,"Stuntmen services

Problem statement: Where are stuntmen services classified?

Solution: 1) Services of own account stuntmen are classified to CPA 2008 class 90.01 where services of individual artists like actors are included. 
2) Stuntmen employed by producing film companies are to CPA 2008 class 59.11.

Decision date: 01.07.2007","This subcategory includes:
- services of actors, readers, singers, musicians, dancers, stunt people, television personality hosts/presenters, lecturers, speakers, circus artists and other performing artists
- services of independent models",,
513440,4,90.02,90.0,Services de soutien au spectacle vivant,,,,,,,
513441,5,90.02.1,90.02,Services de soutien au spectacle vivant,,,"Cette catégorie ne comprend pas:
- les services des imprésarios et des agents similaires, voir 74.90.20
- les services des agences de casting, voir 78.10.12",,,,"This category excludes:
- services of personal theatrical or artistic agents, see 74.90.20
- casting services, see 78.10.12"
513442,6,90.02.11,90.02.1,Services de production et présentation de spectacles vivants,"Cette sous-catégorie comprend:
- les services de production et de présentation de:
  . pièces de théâtre, opéras, ballets, comédies musicales, concerts
  . spectacles de marionnettes
  . spectacles de cirque",,"Cette sous-catégorie ne comprend pas:
- les services de production et de présentation de spectacles pyrotechniques et de ""son et lumière"", voir 93.29.21",,"This subcategory includes:
- production and presentation services for:
  . theatre, opera, ballet, musical, concert performances
  . puppet shows
  . circus performances",,"This subcategory excludes:
- production and presentation services for ""sound and light"" performances and fireworks, see 93.29.21"
513443,6,90.02.12,90.02.1,Services de promotion et organisation de spectacles vivants,"Cette sous-catégorie comprend:
- les services de promotion et d’organisation de:
  . pièces de théâtre, opéras, ballets, comédies musicales, concerts
  . spectacles de marionnettes
  . spectacles de cirque",,,,"This subcategory includes:
- promotion and organisation services for:
  . theatre, opera, ballet, musical, concert performances
  . puppet shows
  . circus performances",,
513444,6,90.02.19,90.02.1,Autres services de soutien au spectacle vivant,"Cette sous-catégorie comprend:
- les services de gestion des droits liés aux œuvres artistiques, littéraires et musicales, à l’exception des œuvres cinématographiques et audiovisuelles
- les services de soutien aux arts de la scène fournis par les concepteurs de décors, de costumes et d’éclairage
- les autres services annexes aux arts de la scène n.c.a. (installation de décors et de rideaux de fond, de matériel d’éclairage et de sonorisation)",,"Cette sous-catégorie ne comprend pas:
- les services de gestion des droits cinématographiques, voir 59.13.12",,"This subcategory includes:
- management services for rights attached to artistic, literary, musical works, except cinematographic and audio-visual works
- performing arts support services by stage-set designers, costume designers and lighting designers 
- other services ancillary to performing arts n.e.c. (operation of scenery and backdrops, lighting and sound equipment for the performing arts)",,"This subcategory excludes:
- management services of motion picture rights, see 59.13.12"
513445,4,90.03,90.0,Création artistique,,,,,,,
513446,5,90.03.1,90.03,Création artistique,,,,,,,
513447,6,90.03.11,90.03.1,"Services fournis par des auteurs, compositeurs, sculpteurs et autres artistes, à l’exclusion des artistes du spectacle vivant","Cette sous-catégorie comprend:
- les services des artistes indépendants, tels que les compositeurs, sculpteurs, peintres, dessinateurs-caricaturistes, graveurs au burin, aquafortistes, etc.
- les services des écrivains indépendants, pour tous les sujets, y compris la fiction et les ouvrages techniques
- les services des journalistes indépendants
- les services de restauration d’objets d’art",,"Cette sous-catégorie ne comprend pas:
- les services de restauration d’orgues et d’autres instruments de musique historiques, voir 33.19.10
- les services de production et de post-production de films cinématographiques et de vidéos, voir 59.11.1 et 59.12.1
- les services de restauration de meubles (à l’exclusion de la restauration dans le cadre de musées), voir 95.24.10",,"This subcategory includes:
- services of individual artists such as composers, sculptors, painters, cartoonists, engravers, etchers, etc. 
- services of individual writers for all subjects, including fictional and technical writing
- services of independent journalists
- restoration services for works of art",,"This subcategory excludes:
- restoration services for organs and other historical musical instruments, see 33.19.10
- motion picture and video production and post-production services, see 59.11.1, 59.12.1
- restoration services for furniture (except museum type restoration), see 95.24.10"
513448,6,90.03.12,90.03.1,"Œuvres originales d’auteurs, compositeurs et autres artistes, à l’exclusion des artistes du spectacle, peintres, graphistes et sculpteurs","Cette sous-catégorie comprend les œuvres originales
- d’auteurs: manuscrits de livre
- de compositeurs: morceau musical original et non la matrice sonore protégée par droit d’auteur faite à partir de celui-ci
- d’autres artistes, à l’exclusion des artistes du spectacle, peintres, graphistes et sculpteurs

Ces œuvres originales sont créées pour compte propre: elles sont réalisées pour être vendues, sans toutefois qu’un contrat ou un acheteur potentiel n’existe au préalable.",,"Cette sous-catégorie ne comprend pas:
- les œuvres originales de peintres, graphistes et sculpteurs, voir 90.03.13",,"This subcategory includes original works of:
- authors: book manuscripts
- composers: the original piece of music, not the copyrighted master recording produced from it
- other artists other than performing artists, painters, graphical artists and sculptors

The creation of these original works is done on own account, that is their production is intended for sale that is undertaken without either a contract or known buyer in mind.",,"This subcategory excludes:
- original works of painters, graphical artists and sculptors, see 90.03.13"
513449,6,90.03.13,90.03.1,"Œuvres originales de peintres, graphistes et sculpteurs","Cette sous-catégorie comprend:
- les peintures, dessins et pastels, les gravures, impressions et lithographies originales, les sculptures et statues originales en tout matériau",,"Cette sous-catégorie ne comprend pas:
- la fabrication de statues autres que des œuvres originales d’artistes, voir 23.70.1",,"This subcategory includes:
- paintings, drawings and pastels; original engravings, prints and lithographs; original sculptures and statuary, in any material",,"This subcategory excludes:
- statues, other than artistic originals, see 23.70.1"
513450,4,90.04,90.0,Services de gestion de salles de spectacles,,,,,,,
513451,5,90.04.1,90.04,Services de gestion de salles de spectacles,,,,,,,
513452,6,90.04.10,90.04.1,Services de gestion de salles de spectacles,"Cette sous-catégorie comprend:
- les services d’exploitation de salles de concerts, théâtres, opéras, salles de music-hall, y compris les services de billetterie
- les services d’exploitation de centres polyvalents et d’installations similaires à prédominance culturelle",,"Cette sous-catégorie ne comprend pas:
- les services d’exploitation de cinémas, voir 59.14.1
- les services des agences de vente de billets, voir 79.90.39
- les services de gestion des musées de toute nature, voir 91.02.10
- les services d’exploitation de stades et installations à utilisations multiples, voir 93.11.10",,"This subcategory includes:
- operation services of concert halls, theatres, opera houses, music halls, including ticket services
- operation services of multipurpose centres and similar facilities with a cultural predominance",,"This subcategory excludes:
- operation services of cinemas, see 59.14.1
- ticket agency services, see 79.90.39
- operation services of museums of all kinds, see 91.02.10
- operation services of stadiums and arenas used for a variety of purposes, see 93.11.10"
513453,2,91,R,"Services des bibliothèques, archives, musées et autres services culturels",,,,,,,
513454,3,91.0,91,"Services des bibliothèques, archives, musées et autres services culturels",,,,,,,
513455,4,91.01,91.0,Services des bibliothèques et archives,,,,,,,
513456,5,91.01.1,91.01,Services des bibliothèques et archives,,,,,,,
513457,6,91.01.11,91.01.1,Services des bibliothèques,"Cette sous-catégorie comprend:
- les services d’acquisition, de catalogage, de conservation et de recherche de livres, etc.
- les services de prêt de livres et de disques
- les services d’archives photographiques et cinématographiques",,"Cette sous-catégorie ne comprend pas:
- les services de location de vidéocassettes et de DVD, voir 77.22.10
- les services de location de livres, voir 77.29.19",,"This subcategory includes:
- collection, cataloguing, conservation and retrieval services of books and the like
- lending services of books and records
- stock photo and movie library services",,"This subcategory excludes:
- rental services of video tapes and DVDs, see 77.22.10
- rental services of books, see 77.29.19"
513458,6,91.01.12,91.01.1,Services des archives,"Cette sous-catégorie comprend:
- les services de gestion (rassemblement, catalogage, conservation et recherche) des archives publiques, y compris les archives numériques
- les services de gestion des archives historiques, y compris les archives numériques",,,,"This subcategory includes:
- operation (collection, cataloguing, conservation and retrieval) services of public archives, including digital archives
- operation services of historical archives, including digital archives",,
513459,4,91.02,91.0,Services des musées,,,,,,,
513460,5,91.02.1,91.02,Services de gestion des musées,,,,,,,
513461,6,91.02.10,91.02.1,Services des musées,"Cette sous-catégorie comprend:
- les services d’exposition de collections de toutes sortes (artistiques, scientifiques et technologiques, historiques)
- les services de gestion et conservation des collections
- les services d’organisation d’expositions itinérantes",,"Cette sous-catégorie ne comprend pas:
- les services d’exposition et vente d’objets d’art par des galeries commerciales, voir 47.00.69
- les services de restauration d’œuvres d’art et d’objets de collection des musées, voir 90.03.11
- les services des bibliothèques et archives, voir 91.01.1
- les services des sites et monuments historiques, voir 91.03.10
- les services des jardins botaniques et zoologiques, voir 91.04.11",,"This subcategory includes:
- display services of collections of all kinds (art, science and technology, history)
- management and conservation services for the collections
- organisation of travelling collection exhibitions",,"This subcategory excludes:
- sale and display services furnished by commercial art galleries, see 47.00.69
- restoration services of works of art and museum collection objects, see 90.03.11
- library and archive services, see 91.01.1
- services of historical sites and buildings, see 91.03.10
- services of botanical and zoological gardens, see 91.04.11"
513462,5,91.02.2,91.02,Collections des musées,,,,,,,
513463,6,91.02.20,91.02.2,Collections des musées,"Cette sous-catégorie comprend:
- les collections et pièces de collection présentant un intérêt historique, ethnographique, zoologique, botanique, minéralogique, anatomique ou numismatique",,,,"This subcategory includes:
- collections and collectors' pieces of historical, ethnographic, zoological, botanical, mineralogical, anatomical or numismatic interest",,
513464,4,91.03,91.0,Services de gestion des sites et monuments historiques et attractions touristiques similaires,,,,,,,
513465,5,91.03.1,91.03,Services de gestion des sites et monuments historiques et attractions touristiques similaires,,,,,,,
513466,6,91.03.10,91.03.1,Services de gestion des sites et monuments historiques et attractions touristiques similaires,"Cette sous-catégorie comprend:
- les services de gestion, d’accès et de visite des sites, monuments et bâtiments historiques
- les services de conservation des sites, monuments et bâtiments historiques",,"Cette sous-catégorie ne comprend pas:
- les services de rénovation et restauration des sites et monuments historiques, voir section F",,"This subcategory includes:
- operation of, and access and visiting services to historical sites, monuments and buildings
- preservation services for historical sites, monuments and buildings",,"This subcategory excludes:
- renovation and restoration services of historical sites and buildings, see section F"
513467,4,91.04,91.0,Services des jardins botaniques et zoologiques et des réserves naturelles,,,,,,,
513468,5,91.04.1,91.04,Services des jardins botaniques et zoologiques et des réserves naturelles,,,"Cette catégorie ne comprend pas:
- les services d’aménagement paysager et de jardinage, voir 81.30.10",,,,"This category excludes:
- landscape and gardening services, see 81.30.10"
513469,6,91.04.11,91.04.1,Services des jardins botaniques et zoologiques,"Cette sous-catégorie comprend:
- les services de gestion, d’accès et de visite des jardins botaniques et zoologiques
- les services de conservation et d’entretien des jardins botaniques et zoologiques",,"Cette sous-catégorie ne comprend pas:
- les services des réserves naturelles, voir 91.04.12",,"This subcategory includes:
- operation of, and access and visiting services of botanical and zoological gardens
- conservation and maintenance services of botanical and zoological gardens",,"This subcategory excludes:
- nature reserves services, see 91.04.12"
513470,6,91.04.12,91.04.1,"Services des réserves naturelles, y compris services de préservation de la faune","Cette sous-catégorie comprend:
- les services de gestion, d’accès et de visite des parcs nationaux et des parcs et réserves naturels 
- les services de surveillance des parcs nationaux et des parcs et réserves naturels
- les services de conservation et d’entretien des parcs nationaux et des parcs et réserves naturels",,"Cette sous-catégorie ne comprend pas:
- les services d’exploitation de réserves pour la pêche et la chasse sportive, voir 93.19.13",,"This subcategory includes:
- operation of, and access and visiting services to national parks, nature parks and reserves
- supervision services of national parks, nature parks and reserves
- conservation and maintenance services of national parks, nature parks and reserves",,"This subcategory excludes:
- operation services of sport fishing and hunting preserves, see 93.19.13"
513471,2,92,R,Jeux de hasard et d’argent,,,,,,,
513472,3,92.0,92,Jeux de hasard et d’argent,,,,,,,
513473,4,92.00,92.0,Jeux de hasard et d’argent,,,,,,,
513474,5,92.00.1,92.00,Jeux de hasard,,,,,,,
513475,6,92.00.11,92.00.1,Tables de jeu,"Cette sous-catégorie comprend:
- les tables de jeux dans les casinos: roulette, backgammon, poker, etc.",,,,"This subcategory includes:
- casino gambling table services such as roulette, black gammon, poker, etc.",,
513476,6,92.00.12,92.00.1,Service des machines de jeu,"Cette sous-catégorie comprend:
- les machines à sous
- les services des terminaux de loterie vidéo (TLV)
- les services des machines de divertissement permettant de gagner des prix (AWP)
- les services des roues de la fortune (WOF)",,"Cette sous-catégorie ne comprend pas:
- l’exploitation de machines à sous automatiques, voir 93.29.22",,"This subcategory includes:
- slot machine services
- video lottery terminal (VLT) services 
- amusement with prize (AWP) services
- wheels of fortune (WOF) services",,"This subcategory excludes:
- operation (exploitation) of coin-operated games, see 93.29.22"
513477,6,92.00.13,92.00.1,"Loteries, jeux à numéros et bingos","Cette sous-catégorie comprend:
- les loteries
- les jeux à gratter
- les bingos
- les autres loteries et jeux à numéros",,,,"This subcategory includes:
- lotto services
- scratch card services
- bingo services
- other lotteries and numeric games services",,
513478,6,92.00.14,92.00.1,Jeux de hasard en ligne,,,,,,,
513479,6,92.00.19,92.00.1,Autres jeux de hasard,,,,,,,
513480,5,92.00.2,92.00,Jeux d’argent,"Cette catégorie comprend:
- les services de pari sur les courses de chevaux ou de chiens
- les services de pari sur les compétitions sportives
- les services de pari su d’autres événements",,,,"This category includes:
- betting services on horse races, dog races
- betting services on sports competitions
- betting services on other events",,
513481,6,92.00.21,92.00.2,Jeux d’argent en ligne,,,,,,,
513482,6,92.00.29,92.00.2,Autres jeux d’argent,,,,,,,
513483,2,93,R,"Services sportifs, récréatifs et de loisirs",,,,,,,
513484,3,93.1,93,Services liés au sport,,,,,,,
513485,4,93.11,93.1,Services de gestion d’installations sportives,,,,,,,
513486,5,93.11.1,93.11,Services de gestion d’installations sportives,,,,,,,
513487,6,93.11.10,93.11.1,Services de gestion d’installations sportives,"Cette sous-catégorie comprend:
- les services d’exploitation d’installations sportives couvertes et non couvertes, telles que les stades, patinoires, piscines, terrains de sport, parcours de golf, bowlings, courts de tennis, centres équestres, etc.
- l’exploitation de pistes de courses pour voitures, chiens, chevaux
- les services d’organisation et de gestion d’activités sportives en salle ou en plein air pour des professionnels ou des amateurs par des organisations disposant de leurs propres installations",,"Cette sous-catégorie ne comprend pas:
- les services d’exploitation de remontées mécaniques, voir 49.39.20
- les services d’administration de biens immobiliers non résidentiels pour le compte de tiers, voir 68.32.13
- la location d’articles de loisirs et de sport, voir 77.21.10
- les services des centres de culture physique, voir 93.13.10
- les services des parcs et des plages, voir 93.29.11",,"This subcategory includes:
- operation of and access services to indoor and outdoor sports facilities, such as stadiums, arenas, rinks, swimming pools, sports fields, golf courses, bowling alleys, tennis courts, riding halls etc.
- operation of racetracks for car, dog and horse races
- organisation and operation services for outdoor or indoor sports events for professionals or amateurs by organisations with own facilities",,"This subcategory excludes:
- operation services of ski lifts, see 49.39.20
- non-residential property management services on a fee or contract basis, see 68.32.13
- rental of recreation and sports equipment, see 77.21.10
- services of fitness facilities, see 93.13.10
- park and beach services, see 93.29.11"
513488,4,93.12,93.1,Services de clubs de sports,,,,,,,
513489,5,93.12.1,93.12,Services de clubs de sports,,,,,,,
513490,6,93.12.10,93.12.1,Services de clubs de sports,"Cette sous-catégorie comprend:
- les services d’organisation et de gestion de manifestations sportives organisées par des clubs qui offrent la possibilité de pratiquer un sport (par exemple, football, bowling, natation, golf, boxe, sports d’hiver, échec, athlétisme, etc.)",,"Cette sous-catégorie ne comprend pas:
- les cours de sports donnés par des professeurs indépendants, des entraîneurs, voir 85.51.10
- les services de gestion d’installations sportives, voir 93.11.10
- les services d’organisation et de gestion d’activités sportives en salle ou en plein air pour des professionnels ou des amateurs par des organisations disposant de leurs propres installations, voir 93.11.10",,"This subcategory includes:
- organisation and management services of sports events provided by sports clubs offering the opportunity for sports, e.g., football clubs, bowling clubs, swimming clubs, golf clubs, boxing clubs, winter sports clubs, chess clubs, track and field clubs, etc.",,"This subcategory excludes:
- sports instruction services of individual teachers, trainers, see 85.51.10
- operation services of sports facilities, see 93.11.10
- organisation and operation services of outdoor or indoor sports events for professionals or amateurs by sports clubs with their own facilities, see 93.11.10"
513491,4,93.13,93.1,Services des centres de culture physique,,,,,,,
513492,5,93.13.1,93.13,Services des centres de culture physique,,,,,,,
513493,6,93.13.10,93.13.1,Services des centres de culture physique,"Cette sous-catégorie comprend:
- les services fournis par les clubs et centres de culture physique et de musculation",,"Cette sous-catégorie ne comprend pas:
- les cours de sports donnés par des professeurs indépendants, des entraîneurs, voir 85.51.10",,"This subcategory includes:
- services delivered by fitness and body-building clubs and facilities",,"This subcategory excludes:
- sports instruction services of individual teachers, trainers, see 85.51.10"
513494,4,93.19,93.1,Autres services liés au sport,,,,,,,
513495,5,93.19.1,93.19,Autres services liés au sport,,,,,,,
513496,6,93.19.11,93.19.1,Services de promotion de manifestations sportives,"Cette sous-catégorie comprend:
- les services fournis par des producteurs ou promoteurs d’événements sportifs, disposant ou non de leurs propres installations",,"Cette sous-catégorie ne comprend pas:
- l’organisation et la gestion d’activités sportives en salle ou en plein air pour des professionnels ou des amateurs par des clubs de sports disposant ou non de leurs propres installations, voir 93.11.10 et 93.12.10",,"This subcategory includes:
- services provided by producers or promoters of sports events, with or without facilities",,"This subcategory excludes:
- organisation and operation of outdoor or indoor sports events for professionals or amateurs by sports clubs with/without own facilities, see 93.11.10, 93.12.10"
513497,6,93.19.12,93.19.1,Services d’athlètes,"Cette sous-catégorie comprend:
- les services des sportifs professionnels",,,,"This subcategory includes:
- services provided by individual own-account sportsmen and athletes",,
513498,6,93.19.13,93.19.1,Services de soutien liés aux sports et sports récréatifs,"Cette sous-catégorie comprend:
- les services des ligues sportives et organismes de réglementation
- les services des juges et chronométreurs
- les services d’exploitation de réserves pour la pêche et la chasse sportive
- les services des guides de chasse
- les services des guides de pêche
- les services des guides de montagne
- les services des écuries de chevaux de course, des chenils de lévriers de course et des écuries de voitures de course
- les services liés à l’entraînement des animaux de sport et de loisirs",,"Cette sous-catégorie ne comprend pas:
- les services de location d’équipements sportifs, voir 77.21.10
- les services liés à l’entraînement des chiens de garde, voir 80.10.19
- les services des établissements d’enseignement de disciplines sportives et d’activités ludiques, y compris les services fournis par des moniteurs, professeurs et entraîneurs, voir 85.51.10",,"This subcategory includes:
- services of sports leagues and regulating bodies
- services provided by sport judges and timekeepers
- operation services of sport fishing and hunting preserves 
- services of hunting guides
- services of fishing guides
- services of mountain guides
- services of racing stables, kennels, garages
- services related to training of sporting and entertainment animals",,"This subcategory excludes:
- rental services for sporting equipment, see 77.21.10
- services related to training of guard dogs, see 80.10.19
- services of sport and game schools, including services provided by sports instructors, teachers, coaches, see 85.51.10"
513499,6,93.19.19,93.19.1,Autres services liés au sport et sports récréatifs,"Cette sous-catégorie comprend:
- les services de parachutisme
- les services de vol en deltaplane
- les services de plongée autonome
- les autres services récréatifs et de loisirs n.c.a.",,"Cette sous-catégorie ne comprend pas:
- les services des parcs de loisirs et des plages, voir 93.29.11",,"This subcategory includes:
- skydiving services
- hang-gliding services
- scuba-diving services
- other sporting and recreation services, n.e.c.",,"This subcategory excludes:
- recreation parks and beach services, see 93.29.11"
513500,3,93.2,93,Services récréatifs et de loisirs,,,,,,,
513501,4,93.21,93.2,Services des parcs d’attraction et parcs à thème,,,,,,,
513502,5,93.21.1,93.21,Services des parcs d’attraction et parcs à thème,,,,,,,
513503,6,93.21.10,93.21.1,Services des parcs d’attraction et parcs à thème,"Cette sous-catégorie comprend:
- les services des parcs de loisirs
- les services des parcs d’attraction et manèges forains
- les services des manèges
- les services d’exploitation de chemins de fer d’agrément",,,,"This subcategory includes:
- amusement park services
- attractions and fun fair services
- carousel services
- operation services of preserved railways",,
513504,4,93.29,93.2,Autres services récréatifs et de loisirs,,,,,,,
513505,5,93.29.1,93.29,Autres services récréatifs n.c.a.,,,,,,,
513506,6,93.29.11,93.29.1,Services récréatifs des parcs et plages,"Cette sous-catégorie comprend:
- les services des parcs récréatifs et des plages (sans hébergement), y compris la mise à disposition d’installations telles que cabines de bain, vestiaires, sièges",,"Cette sous-catégorie ne comprend pas:
- les services d’exploitation de parcs pour caravanes, de camps de loisirs, de camps de chasse et de pêche et de terrains de camping, voir 55.30.1",,"This subcategory includes:
- recreation park and beach services (without accommodation), including the provision of facilities such as bath houses, lockers, chairs",,"This subcategory excludes:
- operation services of trailer parks, campgrounds, recreational camps, hunting and fishing camps, campsites and campgrounds, see 55.30.1"
513507,6,93.29.19,93.29.1,Services récréatifs divers n.c.a.,"Cette sous-catégorie comprend:
- les services d’exploitation et d’accès des salles de bal, dancings et autres installations récréatives
- les services d’exploitation des domaines skiables
- les services d’exploitation des installations de transport de plaisance (marinas)",,"Cette sous-catégorie ne comprend pas:
- les services d’exploitation de téléphériques, de funiculaires, d’engins de remontée mécanique, voir 49.39.20
- les services de débit de boissons des discothèques, voir 56.30.10
- les services d’exploitation et d’accès des installations de sports et de sports récréatifs, voir 93.11.10",,"This subcategory includes:
- operation services of, and access services to ballrooms, dance halls and other recreational facilities
- operation services of ski hills
- operation services of recreational transport facilities, e.g. marinas",,"This subcategory excludes:
- operation services of teleferics, funiculars, ski and cable lifts, see 49.39.20
- beverage serving activities of discotheques, see 56.30.10
- operation of and access services to sports and recreational sports facilities, see 93.11.10"
513508,5,93.29.2,93.29,Autres services du spectacle n.c.a.,,,,,,,
513509,6,93.29.21,93.29.2,Services de spectacles pyrotechniques et de «son et lumière»,,,,,,,
